cleanup_id,zone,state,country,gps,cleanup_type,cleanup_date,group_name,adults,children,people,pounds,number_of_bags,cigarette_butts,food_wrappers_candy_chips_etc,take_out_away_containers_plastic,take_out_away_containers_foam,bottle_caps_plastic,bottle_caps_metal,lids_plastic,straws_stirrers,forks_knives_spoons,beverage_bottles_plastic,beverage_bottles_glass,beverage_cans,grocery_bags_plastic,other_plastic_bags,paper_bags,cups_plates_paper,cups_plates_plastic,cups_plates_foam,fishing_buoys_pots_traps,fishing_net_pieces,fishing_line_1_yard_meter_1_piece,rope_1_yard_meter_1_piece,x6_pack_holders,other_plastic_foam_packaging,other_plastic_bottles_oil_bleach_etc,strapping_bands,tobacco_packaging_wrap,beverages_sachets,appliances_refrigerators_washers_etc,balloons,cigar_tips,cigarette_lighters,construction_materials,fireworks,tires,toys,e_cigarettes,other_tobacco_packaging_lighter_etc,condoms,diapers,syringes,tampons_tampon_applicators,gloves_masks_ppe,foam_dock_pieces,electronic_waste_phones_batteries,cotton_bud_sticks_swabs,clothing_shoes
23035,"Los Angeles County, CA, USA","California, USA",United States,"33.9326, -118.4374",beach,2017-09-16,JBA,3,0,3,6.03,NA,6,1,NA,NA,8,NA,1,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23041,"Los Angeles County, CA, USA","California, USA",United States,"33.9326, -118.4374",beach,2017-09-16,JBA,3,0,3,6.03,NA,6,1,NA,NA,8,NA,1,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22966,"Los Angeles County, CA, USA","California, USA",United States,"33.93247, -118.43751",beach,2017-09-16,JBA,2,0,2,3.97,NA,4,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22951,"Los Angeles County, CA, USA","California, USA",United States,"33.93307, -118.43733",beach,2017-09-16,JBA,3,0,3,2.15,NA,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22717,"Los Angeles County, CA, USA","California, USA",United States,"33.7413, -118.40428",beach,2017-09-16,Lina & Matt,1,0,1,2.73,NA,3,2,4,NA,20,NA,1,3,1,1,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26044,"Los Angeles County, CA, USA","California, USA",United States,"33.79578608277, -118.40742588043",beach,2017-09-16,Malaga Cove - Heal the Bay,34,0,34,238,NA,201,179,38,30,96,63,50,122,17,72,107,70,49,61,20,31,20,35,1,8,121,28,1,57,8,9,4,NA,NA,14,7,1,1,NA,1,NA,NA,NA,7,3,2,1,NA,NA,NA,NA,NA
26046,"Los Angeles County, CA, USA","California, USA",United States,"34.032283178174, -118.68088245392",beach,2017-09-16,Malibu Lagoon - Heal the Bay,70,0,70,490,NA,771,224,16,33,198,57,33,58,35,35,21,22,8,31,29,8,8,15,10,5,5,11,4,45,6,34,2,NA,NA,3,18,4,32,1,4,NA,NA,NA,5,2,1,4,NA,NA,NA,NA,NA
26037,"Los Angeles County, CA, USA","California, USA",United States,"33.977388785926, -118.46643447876",beach,2017-09-16,Marina Beach - Heal the Bay,12,0,12,105,NA,268,58,9,10,46,21,3,38,14,3,1,1,1,1,3,NA,2,1,NA,NA,NA,1,NA,6,NA,4,NA,NA,NA,6,4,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22677,"Los Angeles County, CA, USA","California, USA",United States,"34.03581, -118.53757",beach,2017-09-16,N̼̱ez family,4,0,4,5.19,NA,5,14,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22678,"Los Angeles County, CA, USA","California, USA",United States,"34.03581, -118.53757",beach,2017-09-16,N̼̱ez family,4,0,4,5.19,NA,5,14,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22725,"Los Angeles County, CA, USA","California, USA",United States,"34.0304, -118.52478",beach,2017-09-16,National Charity League,2,0,2,6.59,NA,5,6,1,NA,8,NA,NA,17,2,2,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22964,"Los Angeles County, CA, USA","California, USA",United States,"34.0304, -118.52478",beach,2017-09-16,National Charity League,2,0,2,6.59,NA,5,6,1,NA,8,NA,NA,17,2,2,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22871,"Los Angeles County, CA, USA","California, USA",United States,"33.96094, -118.45351",beach,2017-09-16,NCL,2,0,2,12.81,NA,22,10,NA,25,19,NA,NA,7,NA,1,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22550,"Los Angeles County, CA, USA","California, USA",United States,"34.03026, -118.52486",beach,2017-09-16,Ncl,2,0,2,2.61,NA,8,3,1,NA,NA,NA,2,1,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22656,"Los Angeles County, CA, USA","California, USA",United States,"33.99841, -118.48541",beach,2017-09-16,NJHS,1,0,1,1.76,NA,7,7,NA,NA,7,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23072,"Los Angeles County, CA, USA","California, USA",United States,"33.96182, -118.45446",beach,2017-09-16,O,5,0,5,2.67,NA,8,6,1,1,7,NA,2,2,1,2,NA,NA,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23065,"Los Angeles County, CA, USA","California, USA",United States,"33.8151, -118.38993",beach,2017-09-16,Ocean Conservancy,1,0,1,2.15,NA,3,6,NA,NA,1,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22733,"Los Angeles County, CA, USA","California, USA",United States,"33.96196, -118.45474",beach,2017-09-16,Pack 824,5,0,5,25.04,NA,31,4,1,NA,21,NA,NA,7,2,1,4,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23097,"Los Angeles County, CA, USA","California, USA",United States,"33.96179, -118.4546",beach,2017-09-16,Patrick,1,0,1,10.52,NA,9,7,NA,3,5,NA,2,15,4,10,6,11,10,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30072,"Los Angeles County, CA, USA","California, USA",United States,"33.757698282799, -118.14795970917",underwater,2017-09-16,Project Aware,17,0,17,65.04,NA,NA,90,NA,NA,1,1,NA,34,4,4,8,11,66,NA,NA,NA,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,9,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
30066,"Los Angeles County, CA, USA","California, USA",United States,"33.373625940521, -118.50952148438",underwater,2017-09-16,Project Aware,3,0,3,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22862,"Los Angeles County, CA, USA","California, USA",United States,"34.03898, -118.58218",beach,2017-09-16,Resisterhood LA,4,0,4,7.35,NA,54,NA,1,NA,4,NA,NA,3,3,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22731,"Los Angeles County, CA, USA","California, USA",United States,"33.77008, -118.42065",beach,2017-09-16,Sandpipers,3,0,3,4,NA,2,NA,6,35,3,NA,NA,2,NA,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22647,"Los Angeles County, CA, USA","California, USA",NA,"33.7099, -118.28483",beach,2017-09-16,Santa Ana College,1,0,1,3.1,NA,23,3,1,1,3,NA,2,3,2,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23467,"Los Angeles County, CA, USA","California, USA",United States,"33.94141, -118.21523",beach,2017-09-16,Service learning project,3,0,3,7.17,NA,84,2,2,2,8,NA,2,10,7,8,7,9,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23254,"Los Angeles County, CA, USA","California, USA",United States,"33.96145, -118.45392",beach,2017-09-16,Service Learning Project,3,0,3,28.22,NA,64,22,8,12,28,NA,25,28,14,12,10,5,15,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22886,"Los Angeles County, CA, USA","California, USA",United States,"33.92961, -118.43654",beach,2017-09-16,SFHS World Changers,1,0,1,5.86,NA,6,9,NA,NA,4,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23111,"Los Angeles County, CA, USA","California, USA",United States,"33.93227, -118.43773",beach,2017-09-16,SFHS WORLD CHANGERS,10,0,10,3.74,NA,7,1,NA,2,3,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24901,"Los Angeles County, CA, USA","California, USA",United States,"33.758455843789, -118.11864852905",beach,2017-09-16,SIBYC,42,0,42,300,12,27,38,12,14,17,2,23,22,19,50,20,26,23,22,4,13,34,3,5,3,10,2,2,18,18,1,1,NA,NA,1,1,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23053,"Los Angeles County, CA, USA","California, USA",United States,"34.03242, -118.53057",beach,2017-09-16,St Genevieve 4A,1,0,1,2.36,NA,10,6,NA,2,NA,NA,NA,4,1,1,1,NA,3,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23179,"Los Angeles County, CA, USA","California, USA",United States,"34.31753, -118.398",beach,2017-09-16,St. Genevieve,1,0,1,4.23,NA,10,17,NA,NA,2,NA,NA,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23235,"Los Angeles County, CA, USA","California, USA",United States,"34.31753, -118.398",beach,2017-09-16,St. Genevieve,1,0,1,4.23,NA,10,17,NA,NA,2,NA,NA,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22533,"Los Angeles County, CA, USA","California, USA",United States,"34.03557, -118.53745",beach,2017-09-16,Team Us bank Vegas,3,0,3,0.84,NA,NA,1,NA,NA,4,NA,1,2,NA,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23490,"Los Angeles County, CA, USA","California, USA",United States,"33.73825, -118.39575",watercraft,2017-09-16,Terranea kelp forest clean up,14,0,14,10,NA,NA,9,5,3,4,NA,1,3,5,4,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23501,"Los Angeles County, CA, USA","California, USA",United States,"33.73825, -118.39575",watercraft,2017-09-16,Terranea kelp forest clean up,14,0,14,4.88,NA,NA,9,5,3,4,NA,1,3,5,4,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22801,"Los Angeles County, CA, USA","California, USA",NA,"33.70994, -118.2837",beach,2017-09-16,The Dudes,1,0,1,11.25,NA,64,6,1,1,2,NA,2,3,3,1,4,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22767,"Los Angeles County, CA, USA","California, USA",NA,"33.70991, -118.28455",beach,2017-09-16,The Dudes,6,0,6,10.61,NA,111,4,1,NA,2,NA,NA,NA,3,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22675,"Los Angeles County, CA, USA","California, USA",United States,"33.96185, -118.45473",beach,2017-09-16,Theta chi gamma,5,0,5,3.83,NA,12,6,NA,NA,4,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23118,"Los Angeles County, CA, USA","California, USA",United States,"33.96167, -118.4545",beach,2017-09-16,"Touws beach, playa del rey",1,0,1,2.2,NA,14,NA,NA,NA,11,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22614,"Los Angeles County, CA, USA","California, USA",United States,"34.03866, -118.58235",beach,2017-09-16,Union Clean,6,0,6,15.38,NA,32,33,9,20,2,NA,NA,3,1,5,16,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22736,"Los Angeles County, CA, USA","California, USA",United States,"34.02809, -118.52211",beach,2017-09-16,ventura,5,0,5,3.5,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22788,"Los Angeles County, CA, USA","California, USA",United States,"34.03636, -118.53727",beach,2017-09-16,Wells Fargo,14,0,14,4.58,NA,3,12,NA,4,6,NA,1,3,1,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23659,"Los Angeles County, CA, USA","California, USA",United States,"33.87667, -118.21801",beach,2017-09-16,Wells Fargo Southern California Green Team,1,0,1,2.54,NA,64,11,NA,1,6,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26921,"Los Angeles County, CA, USA","California, USA",United States,"33.71377374172, -118.31674575806",beach,2017-09-16,White Point Beach - Heal the Bay,1,0,1,306,40,747,301,90,27,201,150,37,245,38,105,63,114,45,33,37,13,46,26,7,15,27,7,1,169,19,9,28,NA,5,29,237,19,20,NA,NA,1,NA,NA,1,3,2,3,NA,NA,NA,NA,NA
23483,"Los Angeles County, CA, USA","California, USA",United States,"34.03306, -118.49915",beach,2017-09-16,World Surf League ICC,1,0,1,0.01,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22936,"Los Angeles County, CA, USA","California, USA",United States,"33.92226, -118.43116",beach,2017-09-16,Yamato,3,0,3,2.88,NA,2,NA,2,NA,3,NA,NA,NA,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23091,"Los Angeles County, CA, USA","California, USA",United States,"33.96151, -118.45507",beach,2017-09-16,NA,4,0,4,62.06,NA,46,30,6,3,10,NA,5,10,NA,16,30,NA,19,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23027,"Los Angeles County, CA, USA","California, USA",United States,"33.93258, -118.43741",beach,2017-09-16,NA,1,0,1,18.38,NA,4,9,NA,2,4,NA,NA,1,5,NA,11,1,6,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23048,"Los Angeles County, CA, USA","California, USA",United States,"33.9592, -118.44804",beach,2017-09-16,NA,8,0,8,15.51,NA,15,17,NA,NA,6,NA,NA,8,12,15,20,19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23103,"Los Angeles County, CA, USA","California, USA",United States,"33.96168, -118.45474",beach,2017-09-16,NA,4,0,4,13.53,NA,13,8,4,2,9,NA,5,2,2,9,12,4,14,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23088,"Los Angeles County, CA, USA","California, USA",United States,"34.00492, -118.49188",beach,2017-09-16,NA,3,0,3,9.72,NA,411,55,2,NA,37,NA,NA,1,6,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22869,"Los Angeles County, CA, USA","California, USA",United States,"34.03029, -118.5248",beach,2017-09-16,NA,4,0,4,9.41,NA,48,12,1,2,22,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22884,"Los Angeles County, CA, USA","California, USA",United States,"34.03029, -118.5248",beach,2017-09-16,NA,4,0,4,9.41,NA,48,12,1,2,22,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22894,"Los Angeles County, CA, USA","California, USA",United States,"34.03029, -118.5248",beach,2017-09-16,NA,4,0,4,9.41,NA,48,12,1,2,22,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23409,"Los Angeles County, CA, USA","California, USA",United States,"34.03029, -118.5248",beach,2017-09-16,NA,4,0,4,9.41,NA,48,12,1,2,22,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22970,"Los Angeles County, CA, USA","California, USA",United States,"34.03453, -118.53455",beach,2017-09-16,NA,1,0,1,8.36,NA,11,1,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22690,"Los Angeles County, CA, USA","California, USA",United States,"34.03722, -118.53854",beach,2017-09-16,NA,2,0,2,8.06,NA,23,4,NA,NA,6,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22853,"Los Angeles County, CA, USA","California, USA",United States,"33.96178, -118.45457",beach,2017-09-16,NA,1,0,1,7.63,NA,5,6,1,NA,NA,NA,7,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22684,"Los Angeles County, CA, USA","California, USA",United States,"33.96086, -118.45378",beach,2017-09-16,NA,3,0,3,7.49,NA,50,32,1,NA,15,NA,NA,8,NA,2,3,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25734,"Los Angeles County, CA, USA","California, USA",United States,"33.763522152606, -118.18018913269",beach,2017-09-16,NA,1,0,1,7,1,12,10,NA,1,22,NA,8,20,2,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
22743,"Los Angeles County, CA, USA","California, USA",United States,"34.0305, -118.52488",beach,2017-09-16,NA,2,0,2,6.64,NA,10,17,35,NA,3,NA,NA,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22882,"Los Angeles County, CA, USA","California, USA",United States,"34.0305, -118.52488",beach,2017-09-16,NA,2,0,2,6.64,NA,10,17,35,NA,3,NA,NA,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23310,"Los Angeles County, CA, USA","California, USA",United States,"33.96175, -118.4553",beach,2017-09-16,NA,1,0,1,6.36,NA,4,8,1,NA,NA,NA,3,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23311,"Los Angeles County, CA, USA","California, USA",United States,"33.96175, -118.4553",beach,2017-09-16,NA,1,0,1,6.36,NA,4,8,1,NA,NA,NA,3,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23094,"Los Angeles County, CA, USA","California, USA",United States,"33.96035, -118.45262",beach,2017-09-16,NA,4,0,4,6.34,NA,6,7,4,1,10,NA,NA,NA,2,8,8,NA,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23104,"Los Angeles County, CA, USA","California, USA",United States,"33.96035, -118.45262",beach,2017-09-16,NA,4,0,4,6.34,NA,6,7,4,1,10,NA,NA,NA,2,8,8,NA,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23174,"Los Angeles County, CA, USA","California, USA",NA,"34.02799, -118.51838",beach,2017-09-16,NA,1,0,1,5.64,NA,29,15,3,3,17,NA,7,14,4,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
